d0,d1,d2,d3,d4
1.4457918,0.5445944,0.70960736,-0.85844344,0.006507442
0.34289145,-0.06610779,2.144999,0.5727876,-0.40263656
-0.9296739,-2.9024842,0.47567624,1.0225064,-0.27596083
0.31662807,0.11681828,-0.2451836,-0.55988383,1.090254
-1.0271682,-0.8025197,-0.74098176,-0.9240281,0.8634206
0.3116867,1.0192038,0.17777376,-0.03563099,-0.85234034
-0.76729995,-0.16103086,0.16815443,1.2864146,-0.15943177
0.24002676,-1.0698063,-1.591713,1.9425341,2.0836496
-0.07207276,-1.0289057,-0.3959411,-0.7406392,0.063828185
0.16325651,0.7321524,-0.13750558,0.022148928,0.6086202
-1.0931301,-0.41480273,-0.7429824,1.7596788,-0.48020598
0.963101,-0.9326696,1.0082061,1.8441876,1.0269514
-0.3901472,0.19749255,0.8427108,0.09944028,0.5596613
-2.2945733,0.0023144071,2.1454527,-0.82690614,-1.2745721
0.6467798,0.0017328543,0.28678077,1.49223,1.1551864
0.35597047,-0.22393352,-0.6638907,-1.0866859,-0.31655854
-0.74795,-0.125458,2.036272,2.5575364,1.7559249
-1.0268668,-0.45823476,-1.2358513,1.3395606,0.5027073
-0.5258935,-0.83263224,1.4926063,1.2453567,0.1629295
1.1602595,1.3221004,-0.20604968,-0.5366822,2.1469417
0.188908,1.0549482,1.813472,0.8740635,-0.9444527
-2.220375,-0.45776668,0.3173045,-1.7829381,-0.88493097
-0.50109965,-1.1934503,1.1730008,0.023571806,-0.33561322
0.9446895,-0.65290314,-0.932195,0.43659255,0.74292135
0.9101369,0.8932671,-0.81861156,-1.4262676,-0.16297269
-1.0197303,-1.4692262,0.038295295,1.3568497,-0.29679376
0.8854788,0.05470856,0.6174484,-0.71504897,-1.3571846
-0.31508863,-0.06806988,-0.89878213,1.539177,0.7486029
1.4441845,1.7472374,-0.870673,0.9491142,0.8506491
0.3067235,-0.44507095,1.3976294,0.15907691,0.39915472
-0.78406376,0.3150142,1.0333639,1.0368228,-1.2906628
-0.29606283,-0.11337498,-1.9996226,-0.07714067,-2.0141172
1.1079519,-0.6267354,0.7062553,0.9696146,-1.2870815
2.0489209,-0.4909552,0.29171354,0.6788152,0.7502796
-0.061545663,0.819712,1.6785002,-1.0793191,1.4864951
-0.6410262,0.70951277,-0.8428177,0.1779767,0.68587625
0.21902004,0.24247228,-1.690702,0.71374154,-0.39479148
1.472397,1.1630125,1.371394,-1.0710137,-2.48886
-0.44516358,-0.041241627,-1.8068777,-1.4802692,-0.7453894
-0.74603164,1.0773183,1.1412818,0.860038,-1.2202145
0.43364343,0.2696741,0.8055497,0.34733686,-0.920231
1.4929392,0.032901313,-0.5321067,-1.7634231,-0.33957887
-0.16832681,0.57854205,0.33320257,0.77913606,-1.0014261
-1.6808268,0.7802112,0.8176795,0.6533666,0.95532393
-1.2007723,-0.27603912,0.12716207,-1.1738796,0.88943356
-1.3369111,1.0376002,-1.7157204,-0.14317395,-0.24445884
-0.66475856,0.20567949,0.85621995,-0.6865348,-0.5544507
-2.1871746,0.57561415,-0.48562333,0.24120417,1.7901525
0.9598409,-0.88717645,0.05097012,-0.6733656,-1.5245028
-0.9284642,0.19820875,-0.8742014,-0.13243513,-0.0080864495
0.82052463,0.65380895,-0.84663016,-1.0775295,0.6532871
1.0984918,0.58122265,0.1653477,-1.7504034,-0.8562729
0.097450264,1.6966773,-0.2162449,-0.8179871,0.21397725
0.046960495,0.062756106,1.4107089,-0.58470595,0.08930059
-1.2555374,0.70981324,1.334234,-0.7219711,-0.031141825
-1.0629346,-0.5286507,-1.2286042,-0.55435574,0.047497984
-0.1584292,1.3518099,-0.9785789,0.52961046,0.71341676
0.069140114,0.9992682,0.81985,-1.9339838,0.9152676
0.7223014,0.5443482,0.9720495,-0.7181341,-2.1410186
-0.8698795,-0.45250666,-1.4693664,1.2844204,0.06507377
-1.8731267,1.4048494,-1.2635013,-1.039844,0.23714308
-0.58103484,-0.7791906,0.9323723,0.16111806,-2.2099237
1.2578123,1.6339666,-1.6537971,0.008712067,-1.9965419
-0.67259645,-1.0522937,0.58439845,-1.2245865,1.1413945
0.056987915,0.24352871,-1.7371235,1.217159,-0.3460683
1.3781477,0.106423914,0.38252255,-1.0680535,0.6553112
1.6157159,-0.3333567,-0.53101224,1.0241972,-0.90133816
0.83535576,-0.8591547,-0.34991992,-0.31301475,0.9138478
-0.18770571,0.052744724,0.5220592,-0.1269431,-1.0756755
-0.9124538,0.44094682,0.18116339,-1.0151076,1.0425073
0.06507867,0.756758,-0.6318758,1.5056875,-0.17286614
-0.25406918,-0.9665986,1.1546123,1.368167,0.6083767
0.7907756,0.5735183,0.42997387,0.53760475,-0.8777346
0.027818007,-0.9668851,-0.007985306,-0.08484637,-2.0353432
-1.6333057,0.23749268,-1.6791677,1.2433103,0.3972734
-0.82232845,-0.722586,-1.2248695,0.6724995,-0.38088864
-0.24428502,0.6137579,2.0152278,0.56525534,0.9951774
1.0818462,0.2955338,0.5006221,-0.94077617,-0.76927763
-0.10204584,0.57128686,-0.42621592,-0.5335734,0.13822238
0.52673745,0.60564494,-0.26939756,1.2793047,-0.41726258
-0.34277055,-0.8716047,-0.10554664,0.14985943,2.053017
-0.09338468,-0.5243949,1.510149,2.4228883,0.8227864
1.7800909,2.3708496,-0.31252378,0.046672694,0.3399402
0.9204632,0.08577041,-1.7954253,-0.1377714,-0.23356222
-0.46153942,1.989843,-0.89350075,0.6651275,-0.39632162
0.7608973,-1.5711713,0.06545902,0.67189234,-0.21015075
-0.55756,0.51774734,-2.9771338,0.1046909,-1.3420643
-0.67718834,0.3226537,0.21414977,-0.5330951,0.5407948
-0.33831757,-1.6107264,0.9281302,0.8250056,2.258194
0.6226485,-0.36593682,-0.93676853,-0.09584641,-0.6977879
1.1776806,0.5721495,-1.9934626,0.6870452,0.062080726
-0.24540561,1.0308474,-0.2479103,0.9311131,-0.105865486
-0.8496855,1.7587198,1.5272968,0.97977835,0.047600966
0.9033099,0.6681041,-0.7674778,0.42414045,0.004464359
2.172957,-0.3687145,-0.43793795,0.60065764,3.2457864
0.5637588,1.930878,-0.3331186,-0.7697875,0.11718685
-0.40305373,-2.1682668,-0.5255126,-1.3252743,1.092305
-0.8136315,-0.54238236,-0.5939453,1.2042601,-0.9182054
1.695415,-0.96701175,1.125087,-0.3181352,0.92114997
0.10696777,-0.88995004,-0.22005193,-1.0164068,-0.9108768
-0.24508919,-0.6381403,0.17649633,0.32858098,0.15864675
-0.062280476,-1.0562214,0.035031945,0.25582334,0.005664685
0.43370467,-0.36044648,0.44129598,0.3279188,1.3026325
-0.9746331,-0.79034513,-0.5909231,-1.0859983,0.8102039
-1.7100343,0.3179359,0.41412884,0.11375406,-0.6619701
1.2936444,-0.7505597,-1.6483102,0.26971906,1.2526745
1.2874266,1.2922666,-0.05655431,-0.37741682,-1.8911924
0.41996256,-0.18499388,-0.9989174,-0.7508906,0.1375166
-1.345666,1.0980443,-0.7125958,1.2027155,0.6707102
0.019324757,0.0639268,-0.26724228,-0.0033143165,1.3746097
-0.4231049,-2.3151789,0.99996483,0.8161624,0.20134479
-0.81783444,-1.634233,-0.9456628,-0.072079584,-1.1465819
-0.34363386,2.405472,-0.7409512,1.5175416,1.0889388
0.4544858,1.6738133,0.61990017,1.1396979,0.023331923
0.8574651,0.99346846,-0.69072956,1.5541759,1.5377854
-0.60253936,0.16397911,-0.04144232,1.6885333,-0.048080847
-1.1206812,-2.16628,-0.1560876,-0.83424014,-0.16834296
-0.30114886,0.84958243,-0.6045529,-0.15371639,-0.004753426
0.3886937,1.5391814,0.27778205,-0.0028399955,0.7960873
-0.34432337,0.1430204,0.3019472,0.25115874,0.5803787
0.28184816,-0.20901872,1.4666175,0.3973296,0.80116254
-0.3230284,-0.004771053,-0.6646994,-0.59812963,-0.5496857
0.030009631,0.85528314,0.7550306,1.7911954,0.08906187
-0.6362708,-0.5796981,0.67542434,-0.28246287,0.27360815
0.7408986,-0.5998529,0.52207726,-0.4045029,0.41762152
0.39722595,-0.81861556,-0.53067976,-0.40261495,1.4296278
-0.46062186,-0.5033895,-0.2697764,-1.6381236,-1.5346829
1.3375111,0.5621366,0.59059685,-3.1476123,-0.06724406
-0.51604843,0.7901255,0.024797395,-0.9069137,-1.7919186
0.69425577,-0.35900652,0.5969561,1.0983927,-1.1240729
0.6273824,1.4690945,-0.58749944,-0.69122785,-0.61092144
-0.082737796,1.4378023,-0.23504822,-0.3008411,-0.49128482
-1.1214268,1.0805982,-0.10018886,2.5191057,0.600257
-0.737209,-0.18358096,0.18737617,0.2744853,0.6172358
-0.4448119,-0.49009663,1.7594421,0.057159256,-0.2838874
-0.63925093,1.1464713,-0.7169337,-0.6804138,0.18575276
-0.22119804,-0.6802618,-1.5846503,-2.2897272,2.190066
0.5782451,-1.2346774,-1.9388996,1.0502275,-0.38992152
0.069136836,-0.11357881,-0.8845733,-0.17466481,0.21604903
1.4554005,0.45552248,-0.103776,-0.8171187,-0.059753172
1.3449239,-1.0969563,-1.2758597,0.22402567,-0.07409852
-0.79722536,0.9122083,-0.63931906,-1.3222891,0.30616456
-1.0275376,0.4763312,-0.649271,-0.22441722,0.18700987
0.64222485,-0.61331105,-0.27703956,1.2579733,0.79317075
0.1730033,1.1898731,0.2063611,-0.7884555,-0.36860806
0.30705696,1.5253633,-0.9906665,-0.7807052,1.1910568
0.88197285,0.23264273,-1.0340409,-0.77942365,0.49000758
0.8067631,-0.25852206,0.9807747,-1.212159,0.28070906
-0.7750223,-1.0920345,0.45300928,-0.99680203,0.18344395
0.3155216,0.7404419,0.028752247,-0.87502253,-0.50802106
-1.6514719,0.43057606,-0.41322505,-1.8861896,0.27813423
-1.4487188,-1.0360973,0.50027275,2.7687714,-0.68275297
0.44649905,0.6954284,-0.5152696,0.62202525,-0.40459487
-0.16587897,1.2674103,-0.20518881,-0.57262814,0.8431391
1.5809013,1.0789909,-1.7154708,-1.3378026,0.70912135
-0.36553258,-0.57831687,-1.6388832,0.27962455,-0.009829367
1.0630381,-0.89174205,-0.6019446,-0.5398555,-1.4600061
0.05219616,-1.280793,-0.7343497,1.2042,-1.6378242
-2.0179973,-0.7051636,-0.58549136,-1.4658581,-1.7923371
2.4305756,-0.21986876,-0.7411795,-0.7311807,1.7918599
-0.77881813,-2.110231,1.289589,-0.8591582,0.47821653
-0.5656437,0.60132056,-0.07920004,-0.5868126,1.0471073
1.2905946,-1.9280975,0.8783527,1.6355517,-1.1077489
1.1819649,-0.6563613,2.171265,0.8141553,-0.39862525
0.08537542,-0.57341534,-0.9625922,0.7907629,0.89197654
-0.5644209,-1.71286,-0.52963084,0.6746456,0.36009204
-1.4458611,-0.6006466,0.8246428,0.39887246,0.13424075
-0.8133709,-0.8529781,2.0062368,-0.79074305,-0.47916096
-1.5434566,-1.480476,1.4141376,0.10408073,-0.930396
0.7567264,0.032928247,-2.5786202,-0.06180262,-0.048326932
-0.2314334,-1.4656914,0.8799024,0.74755645,-0.67624193
-1.8912541,-0.7916347,-0.06871588,-0.105913505,-1.0118228
0.58576316,0.024669597,-0.37020156,0.35541478,-0.6506707
-1.2611278,0.816571,-1.2244935,0.7241027,-0.08524788
2.6561234,-1.2180947,0.71322674,-0.39018446,0.31568787
0.17232956,0.6223762,0.044842765,-0.94034225,1.247801
-1.4599569,0.11004713,2.1855023,0.5303905,-1.4655323
-0.042122,-1.1516203,0.90312463,-0.039302565,1.0895073
0.8524443,-0.10854851,0.5198468,0.9639103,0.79834354
0.3041125,-0.24572381,-0.3526175,-1.0370919,0.8643266
-0.8621778,-0.3413342,-1.0770171,0.22825441,0.60703903
1.3427668,0.71934086,-0.9029354,-0.9853251,-0.005227514
0.31837288,-0.13471906,1.5227853,1.2073002,-0.72711575
0.61429054,-0.20788884,-2.8948908,0.7038095,-1.2095498
-1.3164674,1.3127064,0.670365,-0.28138298,-0.11632113
-0.07143375,1.4601598,-0.24169323,0.4125982,-0.26972544
